Pollster,Lab,Con,LD,Other,nsize,date,na,rcon,rlab,rld,roth,time
Populus,29,39,18,14,1504,2009-11-08,FALSE,36.9,29.7,23.6,9.8,-12557
Angus Reid,24,38,20,17,2000,2009-11-06,FALSE,36.9,29.7,23.6,9.8,-12555
YouGov,27,41,17,16,1021,2009-11-05,FALSE,36.9,29.7,23.6,9.8,-12554
ICM,25,42,21,13,1007,2009-10-29,FALSE,36.9,29.7,23.6,9.8,-12547
YouGov,28,41,16,15,2024,2009-10-29,FALSE,36.9,29.7,23.6,9.8,-12547
ComRes,27,40,18,15,1004,2009-10-25,FALSE,36.9,29.7,23.6,9.8,-12543
YouGov,27,40,19,14,1314,2009-10-23,FALSE,36.9,29.7,23.6,9.8,-12541
ICM,27,44,18,11,1002,2009-10-18,FALSE,36.9,29.7,23.6,9.8,-12536
Ipsos MORI,26,43,19,11,996,2009-10-18,FALSE,36.9,29.7,23.6,9.8,-12536
Angus Reid,23,40,20,15,2077,2009-10-16,FALSE,36.9,29.7,23.6,9.8,-12534
YouGov,30,41,17,12,2025,2009-10-16,FALSE,36.9,29.7,23.6,9.8,-12534
ComRes,28,40,19,13,1008,2009-10-15,FALSE,36.9,29.7,23.6,9.8,-12533
Populus,30,40,18,12,1509,2009-10-11,FALSE,36.9,29.7,23.6,9.8,-12529
YouGov,28,42,18,12,2161,2009-10-09,FALSE,36.9,29.7,23.6,9.8,-12527
YouGov,27,44,17,12,1064,2009-10-09,FALSE,36.9,29.7,23.6,9.8,-12527
ICM,26,45,18,10,1008,2009-10-09,FALSE,36.9,29.7,23.6,9.8,-12527
YouGov,31,40,18,11,1074,2009-10-08,FALSE,36.9,29.7,23.6,9.8,-12526
YouGov,29,43,17,11,1039,2009-10-07,FALSE,36.9,29.7,23.6,9.8,-12525
YouGov,28,41,18,13,1223,2009-10-06,FALSE,36.9,29.7,23.6,9.8,-12524
YouGov,27,40,20,13,1102,2009-10-05,FALSE,36.9,29.7,23.6,9.8,-12523
YouGov,28,40,18,14,2027,2009-10-03,FALSE,36.9,29.7,23.6,9.8,-12521
YouGov,29,41,17,13,1053,2009-10-02,FALSE,36.9,29.7,23.6,9.8,-12520
ComRes,28,40,19,13,1022,2009-10-01,FALSE,36.9,29.7,23.6,9.8,-12519
YouGov,26,40,20,15,1085,2009-10-01,FALSE,36.9,29.7,23.6,9.8,-12519
YouGov,30,37,21,12,1078,2009-09-30,FALSE,36.9,29.7,23.6,9.8,-12518
YouGov,29,40,18,13,1024,2009-09-29,FALSE,36.9,29.7,23.6,9.8,-12517
YouGov,29,39,20,13,1051,2009-09-28,FALSE,36.9,29.7,23.6,9.8,-12516
Ipsos MORI,24,36,25,15,1003,2009-09-27,FALSE,36.9,29.7,23.6,9.8,-12515
ComRes,23,38,23,16,1003,2009-09-27,FALSE,36.9,29.7,23.6,9.8,-12515
YouGov,24,40,21,14,1059,2009-09-25,FALSE,36.9,29.7,23.6,9.8,-12513
YouGov,25,38,23,14,1057,2009-09-24,FALSE,36.9,29.7,23.6,9.8,-12512
ICM,26,40,23,11,1003,2009-09-24,FALSE,36.9,29.7,23.6,9.8,-12512
YouGov,26,39,20,15,2026,2009-09-24,FALSE,36.9,29.7,23.6,9.8,-12512
YouGov,28,38,19,15,1036,2009-09-23,FALSE,36.9,29.7,23.6,9.8,-12511
YouGov,27,39,20,13,1062,2009-09-22,FALSE,36.9,29.7,23.6,9.8,-12510
YouGov,30,39,17,14,1081,2009-09-21,FALSE,36.9,29.7,23.6,9.8,-12509
ICM,26,43,19,12,1001,2009-09-20,FALSE,36.9,29.7,23.6,9.8,-12508
Populus,27,41,18,14,1506,2009-09-13,FALSE,36.9,29.7,23.6,9.8,-12501
YouGov,27,41,17,15,2009,2009-09-11,FALSE,36.9,29.7,23.6,9.8,-12499
ComRes,24,40,21,15,1005,2009-09-06,FALSE,36.9,29.7,23.6,9.8,-12494
YouGov,27,40,18,15,1573,2009-09-06,FALSE,36.9,29.7,23.6,9.8,-12494
YouGov,28,42,17,14,1996,2009-08-28,FALSE,36.9,29.7,23.6,9.8,-12485
YouGov,26,42,18,14,2199,2009-08-27,FALSE,36.9,29.7,23.6,9.8,-12484
Ipsos MORI,26,43,17,13,1013,2009-08-23,FALSE,36.9,29.7,23.6,9.8,-12480
ICM,25,41,19,14,1004,2009-08-23,FALSE,36.9,29.7,23.6,9.8,-12480
ComRes,24,41,18,16,1013,2009-08-20,FALSE,36.9,29.7,23.6,9.8,-12477
YouGov,28,42,18,13,2007,2009-08-14,FALSE,36.9,29.7,23.6,9.8,-12471
ICM,26,43,19,12,1005,2009-08-13,FALSE,36.9,29.7,23.6,9.8,-12470
YouGov,27,41,18,15,2334,2009-07-30,FALSE,36.9,29.7,23.6,9.8,-12456
ComRes,24,42,18,16,1008,2009-07-26,FALSE,36.9,29.7,23.6,9.8,-12452
YouGov,25,40,20,16,2218,2009-07-23,FALSE,36.9,29.7,23.6,9.8,-12449
Ipsos MORI,24,40,18,18,1012,2009-07-19,FALSE,36.9,29.7,23.6,9.8,-12445
Populus,26,38,20,16,1504,2009-07-19,FALSE,36.9,29.7,23.6,9.8,-12445
YouGov,25,42,18,15,1956,2009-07-17,FALSE,36.9,29.7,23.6,9.8,-12443
ComRes,23,38,22,16,1010,2009-07-16,FALSE,36.9,29.7,23.6,9.8,-12442
ICM,27,41,20,12,1000,2009-07-11,FALSE,36.9,29.7,23.6,9.8,-12437
YouGov,26,39,19,17,2001,2009-07-03,FALSE,36.9,29.7,23.6,9.8,-12429
ComRes,25,36,19,20,1007,2009-06-28,FALSE,36.9,29.7,23.6,9.8,-12424
YouGov,24,40,17,19,2017,2009-06-26,FALSE,36.9,29.7,23.6,9.8,-12422
YouGov,25,38,18,19,2233,2009-06-25,FALSE,36.9,29.7,23.6,9.8,-12421
Ipsos MORI,21,38,19,23,1004,2009-06-21,FALSE,36.9,29.7,23.6,9.8,-12417
ComRes,22,39,18,21,1012,2009-06-18,FALSE,36.9,29.7,23.6,9.8,-12414
Harris Interactive,20,35,16,29,2081,2009-06-17,FALSE,36.9,29.7,23.6,9.8,-12413
Ipsos MORI,25,39,19,17,1252,2009-06-14,FALSE,36.9,29.7,23.6,9.8,-12410
ICM,27,39,18,15,1006,2009-06-14,FALSE,36.9,29.7,23.6,9.8,-12410
YouGov,24,40,18,19,1902,2009-06-12,FALSE,36.9,29.7,23.6,9.8,-12408
Populus,24,36,19,21,1001,2009-06-10,FALSE,36.9,29.7,23.6,9.8,-12406
ComRes,22,38,20,20,1001,2009-06-07,FALSE,36.9,29.7,23.6,9.8,-12403
YouGov,21,37,19,23,4014,2009-06-03,FALSE,36.9,29.7,23.6,9.8,-12399
ComRes,22,30,18,30,1005,2009-05-31,FALSE,36.9,29.7,23.6,9.8,-12396
Ipsos MORI,18,40,18,24,1001,2009-05-31,FALSE,36.9,29.7,23.6,9.8,-12396
YouGov,22,39,18,21,5016,2009-05-29,FALSE,36.9,29.7,23.6,9.8,-12394
ICM,22,40,25,13,1013,2009-05-28,FALSE,36.9,29.7,23.6,9.8,-12393
Populus,21,41,15,23,1001,2009-05-28,FALSE,36.9,29.7,23.6,9.8,-12393
Populus,27,39,17,18,1000,2009-05-20,FALSE,36.9,29.7,23.6,9.8,-12385
ICM,28,39,20,14,1002,2009-05-17,FALSE,36.9,29.7,23.6,9.8,-12382
YouGov,23,39,19,19,2235,2009-05-16,FALSE,36.9,29.7,23.6,9.8,-12381
ComRes,21,40,18,21,1010,2009-05-14,FALSE,36.9,29.7,23.6,9.8,-12379
YouGov,22,41,19,18,1814,2009-05-14,FALSE,36.9,29.7,23.6,9.8,-12379
Populus,26,39,22,13,1504,2009-05-10,FALSE,36.9,29.7,23.6,9.8,-12375
BPIX,23,45,17,15,0,2009-05-09,TRUE,36.9,29.7,23.6,9.8,-12374
YouGov,27,43,18,12,2209,2009-05-08,FALSE,36.9,29.7,23.6,9.8,-12373
ComRes,26,45,17,12,1003,2009-04-26,FALSE,36.9,29.7,23.6,9.8,-12361
YouGov,27,45,17,12,1855,2009-04-24,FALSE,36.9,29.7,23.6,9.8,-12359
YouGov,27,45,18,10,1896,2009-04-23,FALSE,36.9,29.7,23.6,9.8,-12358
Ipsos MORI,28,41,22,9,1011,2009-04-19,FALSE,36.9,29.7,23.6,9.8,-12354
ICM,30,40,19,11,1005,2009-04-19,FALSE,36.9,29.7,23.6,9.8,-12354
Ipsos MORI,26,43,21,10,1007,2009-04-16,FALSE,36.9,29.7,23.6,9.8,-12351
Populus,30,43,18,9,1512,2009-04-05,FALSE,36.9,29.7,23.6,9.8,-12340
YouGov,34,41,16,10,2125,2009-04-04,FALSE,36.9,29.7,23.6,9.8,-12339
ComRes,28,40,18,14,1002,2009-03-29,FALSE,36.9,29.7,23.6,9.8,-12333
ICM,31,44,18,8,1003,2009-03-26,FALSE,36.9,29.7,23.6,9.8,-12330
YouGov,31,41,17,11,2104,2009-03-26,FALSE,36.9,29.7,23.6,9.8,-12330
ComRes,30,41,17,12,1002,2009-03-19,FALSE,36.9,29.7,23.6,9.8,-12323
ICM,30,42,20,8,1004,2009-03-15,FALSE,36.9,29.7,23.6,9.8,-12319
Ipsos MORI,32,42,14,11,1007,2009-03-15,FALSE,36.9,29.7,23.6,9.8,-12319
YouGov,31,41,17,11,1840,2009-03-13,FALSE,36.9,29.7,23.6,9.8,-12317
Populus,30,42,19,9,1504,2009-03-08,FALSE,36.9,29.7,23.6,9.8,-12312
ComRes,28,44,17,12,1006,2009-03-01,FALSE,36.9,29.7,23.6,9.8,-12305
YouGov,31,41,15,12,2063,2009-02-26,FALSE,36.9,29.7,23.6,9.8,-12302
ICM,30,42,18,10,1004,2009-02-22,FALSE,36.9,29.7,23.6,9.8,-12298
Ipsos MORI,28,48,17,7,1001,2009-02-15,FALSE,36.9,29.7,23.6,9.8,-12291
YouGov,32,44,14,10,1711,2009-02-13,FALSE,36.9,29.7,23.6,9.8,-12289
ComRes,25,41,22,12,1002,2009-02-12,FALSE,36.9,29.7,23.6,9.8,-12288
Populus,28,42,18,12,1504,2009-02-08,FALSE,36.9,29.7,23.6,9.8,-12284
ICM,28,40,22,10,1010,2009-02-05,FALSE,36.9,29.7,23.6,9.8,-12281
YouGov,32,43,16,10,2338,2009-01-29,FALSE,36.9,29.7,23.6,9.8,-12274
ICM,32,44,16,8,1003,2009-01-25,FALSE,36.9,29.7,23.6,9.8,-12270
ComRes,28,43,16,13,1012,2009-01-22,FALSE,36.9,29.7,23.6,9.8,-12267
Ipsos MORI,30,44,17,9,1005,2009-01-18,FALSE,36.9,29.7,23.6,9.8,-12263
YouGov,32,45,14,9,2077,2009-01-16,FALSE,36.9,29.7,23.6,9.8,-12261
ComRes,32,41,15,12,1009,2009-01-15,FALSE,36.9,29.7,23.6,9.8,-12260
Populus,33,43,15,9,1500,2009-01-11,FALSE,36.9,29.7,23.6,9.8,-12256
YouGov,34,41,15,10,1835,2009-01-08,FALSE,36.9,29.7,23.6,9.8,-12253
ComRes,34,39,16,11,1000,2008-12-21,FALSE,36.9,29.7,23.6,9.8,-12235
YouGov,35,42,14,9,2241,2008-12-18,FALSE,36.9,29.7,23.6,9.8,-12232
Ipsos MORI,35,39,15,11,1000,2008-12-14,FALSE,36.9,29.7,23.6,9.8,-12228
ICM,33,38,19,10,1003,2008-12-14,FALSE,36.9,29.7,23.6,9.8,-12228
YouGov,35,41,15,10,2098,2008-12-12,FALSE,36.9,29.7,23.6,9.8,-12226
ComRes,36,37,14,12,1003,2008-12-11,FALSE,36.9,29.7,23.6,9.8,-12225
Ipsos MORI,36,41,11,12,1007,2008-12-11,FALSE,36.9,29.7,23.6,9.8,-12225
Populus,35,39,17,9,1505,2008-12-07,FALSE,36.9,29.7,23.6,9.8,-12221
ComRes,36,37,17,10,1005,2008-11-30,FALSE,36.9,29.7,23.6,9.8,-12214
Ipsos MORI,32,43,15,10,1017,2008-11-28,FALSE,36.9,29.7,23.6,9.8,-12212
ICM,30,45,18,7,1027,2008-11-26,FALSE,36.9,29.7,23.6,9.8,-12210
YouGov,36,40,14,10,1556,2008-11-25,FALSE,36.9,29.7,23.6,9.8,-12209
ICM,31,42,19,8,1010,2008-11-20,FALSE,36.9,29.7,23.6,9.8,-12204
Ipsos MORI,37,40,12,11,1002,2008-11-16,FALSE,36.9,29.7,23.6,9.8,-12200
YouGov,36,41,14,10,2080,2008-11-14,FALSE,36.9,29.7,23.6,9.8,-12198
ComRes,32,43,12,13,1010,2008-11-13,FALSE,36.9,29.7,23.6,9.8,-12197
Populus,35,41,16,8,1503,2008-11-09,FALSE,36.9,29.7,23.6,9.8,-12193
ICM,30,43,18,9,1005,2008-11-06,FALSE,36.9,29.7,23.6,9.8,-12190
YouGov,33,42,15,10,2271,2008-10-29,FALSE,36.9,29.7,23.6,9.8,-12182
ComRes,31,39,16,14,1001,2008-10-26,FALSE,36.9,29.7,23.6,9.8,-12179
Ipsos MORI,30,45,14,11,1004,2008-10-19,FALSE,36.9,29.7,23.6,9.8,-12172
ICM,30,42,21,7,1007,2008-10-19,FALSE,36.9,29.7,23.6,9.8,-12172
BPIX,30,46,13,11,2046,2008-10-18,FALSE,36.9,29.7,23.6,9.8,-12171
YouGov,34,42,14,10,2029,2008-10-17,FALSE,36.9,29.7,23.6,9.8,-12170
ComRes,31,40,16,14,1005,2008-10-16,FALSE,36.9,29.7,23.6,9.8,-12169
YouGov,33,43,14,10,1941,2008-10-10,FALSE,36.9,29.7,23.6,9.8,-12163
Populus,30,45,15,10,1503,2008-10-05,FALSE,36.9,29.7,23.6,9.8,-12158
YouGov,31,45,15,9,2048,2008-10-03,FALSE,36.9,29.7,23.6,9.8,-12156
ComRes,29,41,18,12,1017,2008-09-28,FALSE,36.9,29.7,23.6,9.8,-12151
BPIX,31,43,17,9,2020,2008-09-26,FALSE,36.9,29.7,23.6,9.8,-12149
ICM,32,41,18,9,1012,2008-09-25,FALSE,36.9,29.7,23.6,9.8,-12148
YouGov,31,41,16,12,1536,2008-09-24,FALSE,36.9,29.7,23.6,9.8,-12147
ComRes,27,39,21,12,1010,2008-09-18,FALSE,36.9,29.7,23.6,9.8,-12141
YouGov,24,44,20,12,2227,2008-09-19,FALSE,36.9,29.7,23.6,9.8,-12142
Ipsos MORI,24,52,12,12,1017,2008-09-14,FALSE,36.9,29.7,23.6,9.8,-12137
YouGov,27,46,16,11,2161,2008-09-12,FALSE,36.9,29.7,23.6,9.8,-12135
ComRes,25,44,17,14,1013,2008-09-04,FALSE,36.9,29.7,23.6,9.8,-12127
Populus,27,43,18,12,1506,2008-08-31,FALSE,36.9,29.7,23.6,9.8,-12123
YouGov,26,45,16,13,2267,2008-08-27,FALSE,36.9,29.7,23.6,9.8,-12119
ComRes,25,46,16,13,1014,2008-08-21,FALSE,36.9,29.7,23.6,9.8,-12113
ICM,29,44,19,8,1002,2008-08-17,FALSE,36.9,29.7,23.6,9.8,-12109
Ipsos MORI,24,48,16,12,1005,2008-08-17,FALSE,36.9,29.7,23.6,9.8,-12109
YouGov,25,45,18,12,1745,2008-08-15,FALSE,36.9,29.7,23.6,9.8,-12107
YouGov,26,46,17,11,2031,2008-08-08,FALSE,36.9,29.7,23.6,9.8,-12100
BPIX,24,47,16,13,1333,2008-08-02,FALSE,36.9,29.7,23.6,9.8,-12094
ICM,29,45,16,10,1001,2008-08-01,FALSE,36.9,29.7,23.6,9.8,-12093
YouGov,25,47,16,12,1949,2008-07-31,FALSE,36.9,29.7,23.6,9.8,-12092
Populus,27,43,18,12,1002,2008-07-27,FALSE,36.9,29.7,23.6,9.8,-12088
YouGov,26,45,17,12,2120,2008-07-25,FALSE,36.9,29.7,23.6,9.8,-12086
ComRes,24,46,18,12,1021,2008-07-24,FALSE,36.9,29.7,23.6,9.8,-12085
Ipsos MORI,27,47,15,11,1016,2008-07-20,FALSE,36.9,29.7,23.6,9.8,-12081
ICM,28,43,19,10,1007,2008-07-20,FALSE,36.9,29.7,23.6,9.8,-12081
ComRes,24,45,16,15,1016,2008-07-17,FALSE,36.9,29.7,23.6,9.8,-12078
YouGov,25,47,16,12,1832,2008-07-11,FALSE,36.9,29.7,23.6,9.8,-12072
Populus,28,41,19,12,1507,2008-07-06,FALSE,36.9,29.7,23.6,9.8,-12067
ComRes,25,46,18,11,1007,2008-06-26,FALSE,36.9,29.7,23.6,9.8,-12057
YouGov,28,46,15,11,2163,2008-06-25,FALSE,36.9,29.7,23.6,9.8,-12056
ICM,25,45,20,10,1000,2008-06-22,FALSE,36.9,29.7,23.6,9.8,-12053
BPIX,26,49,14,11,2385,2008-06-20,FALSE,36.9,29.7,23.6,9.8,-12051
Ipsos MORI,28,45,16,11,1012,2008-06-15,FALSE,36.9,29.7,23.6,9.8,-12046
ComRes,26,44,17,13,1012,2008-06-12,FALSE,36.9,29.7,23.6,9.8,-12043
YouGov,25,47,18,10,1769,2008-06-13,FALSE,36.9,29.7,23.6,9.8,-12044
Populus,25,45,20,10,1508,2008-06-08,FALSE,36.9,29.7,23.6,9.8,-12039
ICM,26,42,21,11,1023,2008-06-05,FALSE,36.9,29.7,23.6,9.8,-12036
ComRes,30,44,16,10,1006,2008-06-01,FALSE,36.9,29.7,23.6,9.8,-12032
YouGov,23,47,18,12,2241,2008-05-29,FALSE,36.9,29.7,23.6,9.8,-12029
ICM,27,41,22,10,1008,2008-05-18,FALSE,36.9,29.7,23.6,9.8,-12018
YouGov,25,45,18,12,1854,2008-05-16,FALSE,36.9,29.7,23.6,9.8,-12016
ComRes,26,43,19,12,1004,2008-05-15,FALSE,36.9,29.7,23.6,9.8,-12015
YouGov,23,49,17,11,1571,2008-05-08,FALSE,36.9,29.7,23.6,9.8,-12008
Populus,29,40,19,11,1509,2008-05-04,FALSE,36.9,29.7,23.6,9.8,-12004
ComRes,26,40,20,14,1005,2008-04-27,FALSE,36.9,29.7,23.6,9.8,-11997
ICM,29,39,20,12,1010,2008-04-24,FALSE,36.9,29.7,23.6,9.8,-11994
YouGov,26,44,17,13,2073,2008-04-23,FALSE,36.9,29.7,23.6,9.8,-11993
Ipsos MORI,31,40,19,10,1059,2008-04-22,FALSE,36.9,29.7,23.6,9.8,-11992
ICM,34,39,19,8,1000,2008-04-20,FALSE,36.9,29.7,23.6,9.8,-11990
Populus,30,40,19,11,1006,2008-04-17,FALSE,36.9,29.7,23.6,9.8,-11987
YouGov,28,44,17,11,1755,2008-04-11,FALSE,36.9,29.7,23.6,9.8,-11981
Populus,33,39,17,6,1502,2008-04-10,FALSE,36.9,29.7,23.6,9.8,-11980
ICM,32,43,18,7,1010,2008-04-03,FALSE,36.9,29.7,23.6,9.8,-11973
ComRes,31,38,17,14,1004,2008-03-30,FALSE,36.9,29.7,23.6,9.8,-11969
YouGov,29,43,17,11,1926,2008-03-27,FALSE,36.9,29.7,23.6,9.8,-11966
Ipsos MORI,35,40,18,7,1983,2008-03-18,FALSE,36.9,29.7,23.6,9.8,-11957
ICM,29,42,21,8,1003,2008-03-16,FALSE,36.9,29.7,23.6,9.8,-11955
YouGov,27,43,16,13,2311,2008-03-14,FALSE,36.9,29.7,23.6,9.8,-11953
ICM,31,40,20,9,1002,2008-03-13,FALSE,36.9,29.7,23.6,9.8,-11952
Populus,34,37,19,10,1502,2008-03-09,FALSE,36.9,29.7,23.6,9.8,-11948
YouGov,33,40,16,11,2011,2008-02-27,FALSE,36.9,29.7,23.6,9.8,-11937
Ipsos MORI,37,39,16,8,2063,2008-02-26,FALSE,36.9,29.7,23.6,9.8,-11936
ComRes,30,41,17,12,1010,2008-02-24,FALSE,36.9,29.7,23.6,9.8,-11934
YouGov,34,40,16,11,2118,2008-02-20,FALSE,36.9,29.7,23.6,9.8,-11930
ICM,34,37,21,8,1003,2008-02-17,FALSE,36.9,29.7,23.6,9.8,-11927
YouGov,32,41,16,11,2469,2008-02-15,FALSE,36.9,29.7,23.6,9.8,-11925
Populus,31,40,17,12,1504,2008-02-03,FALSE,36.9,29.7,23.6,9.8,-11913
ICM,32,37,21,10,1012,2008-01-31,FALSE,36.9,29.7,23.6,9.8,-11910
ComRes,30,38,17,15,1003,2008-01-27,FALSE,36.9,29.7,23.6,9.8,-11906
YouGov,33,41,16,10,1992,2008-01-23,FALSE,36.9,29.7,23.6,9.8,-11902
Ipsos MORI,38,37,16,9,2045,2008-01-22,FALSE,36.9,29.7,23.6,9.8,-11901
ICM,35,37,20,8,1009,2008-01-20,FALSE,36.9,29.7,23.6,9.8,-11899
YouGov,33,43,14,11,2139,2008-01-11,FALSE,36.9,29.7,23.6,9.8,-11890
ICM,33,40,18,9,1011,2008-01-10,FALSE,36.9,29.7,23.6,9.8,-11889
Ipsos MORI,32,42,15,11,1006,2008-01-10,FALSE,36.9,29.7,23.6,9.8,-11889
Populus,33,37,19,11,1509,2008-01-06,FALSE,36.9,29.7,23.6,9.8,-11885
ICM,34,39,18,9,1034,2007-12-19,FALSE,36.9,29.7,23.6,9.8,-11867
YouGov,31,43,16,11,2060,2007-12-19,FALSE,36.9,29.7,23.6,9.8,-11867
ComRes,30,41,16,12,1004,2007-12-16,FALSE,36.9,29.7,23.6,9.8,-11864
YouGov,32,45,14,10,1481,2007-12-14,FALSE,36.9,29.7,23.6,9.8,-11862
Populus,32,40,16,11,1506,2007-12-09,FALSE,36.9,29.7,23.6,9.8,-11857
Ipsos MORI,35,42,14,9,1859,2007-12-07,FALSE,36.9,29.7,23.6,9.8,-11855
ICM,30,41,19,10,1011,2007-11-29,FALSE,36.9,29.7,23.6,9.8,-11847
YouGov,32,43,14,11,4004,2007-11-29,FALSE,36.9,29.7,23.6,9.8,-11847
Ipsos MORI,32,41,17,10,1933,2007-11-27,FALSE,36.9,29.7,23.6,9.8,-11845
ComRes,27,41,18,15,1009,2007-11-25,FALSE,36.9,29.7,23.6,9.8,-11843
ICM,31,37,21,10,1005,2007-11-22,FALSE,36.9,29.7,23.6,9.8,-11840
YouGov,32,41,14,13,1600,2007-11-22,FALSE,36.9,29.7,23.6,9.8,-11840
YouGov,35,41,13,11,1983,2007-11-16,FALSE,36.9,29.7,23.6,9.8,-11834
ICM,35,43,15,7,1001,2007-11-10,FALSE,36.9,29.7,23.6,9.8,-11828
Populus,37,36,16,11,1503,2007-11-04,FALSE,36.9,29.7,23.6,9.8,-11822
Ipsos MORI,35,40,13,12,1013,2007-11-01,FALSE,36.9,29.7,23.6,9.8,-11819
ICM,35,40,18,7,1011,2007-10-28,FALSE,36.9,29.7,23.6,9.8,-11815
ComRes,33,42,15,10,1002,2007-10-28,FALSE,36.9,29.7,23.6,9.8,-11815
YouGov,38,41,11,10,2105,2007-10-24,FALSE,36.9,29.7,23.6,9.8,-11811
Ipsos MORI,41,40,13,6,1987,2007-10-23,FALSE,36.9,29.7,23.6,9.8,-11810
ICM,36,43,14,8,1010,2007-10-11,FALSE,36.9,29.7,23.6,9.8,-11798
Ipsos MORI,38,41,11,10,1007,2007-10-10,FALSE,36.9,29.7,23.6,9.8,-11797
YouGov,38,41,11,10,1757,2007-10-06,FALSE,36.9,29.7,23.6,9.8,-11793
Populus,40,38,12,10,1008,2007-10-07,FALSE,36.9,29.7,23.6,9.8,-11794
YouGov,40,36,13,11,1741,2007-10-04,FALSE,36.9,29.7,23.6,9.8,-11791
ICM,38,38,16,8,1008,2007-10-04,FALSE,36.9,29.7,23.6,9.8,-11791
Populus,39,36,15,10,1000,2007-10-03,FALSE,36.9,29.7,23.6,9.8,-11790
YouGov,43,32,15,10,2165,2007-09-28,FALSE,36.9,29.7,23.6,9.8,-11785
Ipsos MORI,41,34,16,9,1000,2007-09-28,FALSE,36.9,29.7,23.6,9.8,-11785
Populus,41,31,17,10,1002,2007-09-27,FALSE,36.9,29.7,23.6,9.8,-11784
Ipsos MORI,44,31,15,10,1964,2007-09-26,FALSE,36.9,29.7,23.6,9.8,-11783
YouGov,44,33,13,11,1341,2007-09-25,FALSE,36.9,29.7,23.6,9.8,-11782
Ipsos MORI,42,34,14,10,1009,2007-09-22,FALSE,36.9,29.7,23.6,9.8,-11779
YouGov,39,33,16,12,2085,2007-09-21,FALSE,36.9,29.7,23.6,9.8,-11778
ICM,39,33,19,9,1029,2007-09-20,FALSE,36.9,29.7,23.6,9.8,-11777
ICM,40,32,20,8,1005,2007-09-16,FALSE,36.9,29.7,23.6,9.8,-11773
YouGov,39,34,15,12,1942,2007-09-14,FALSE,36.9,29.7,23.6,9.8,-11771
ComRes,37,34,15,14,1005,2007-09-12,FALSE,36.9,29.7,23.6,9.8,-11769
Populus,37,36,18,9,1506,2007-09-02,FALSE,36.9,29.7,23.6,9.8,-11759
YouGov,38,35,15,12,2154,2007-08-31,FALSE,36.9,29.7,23.6,9.8,-11757
ComRes,35,36,14,14,1016,2007-08-30,FALSE,36.9,29.7,23.6,9.8,-11756
Ipsos MORI,41,36,16,7,1941,2007-08-29,FALSE,36.9,29.7,23.6,9.8,-11755
Populus,37,36,16,10,530,2007-08-28,FALSE,36.9,29.7,23.6,9.8,-11754
YouGov,41,33,14,12,2266,2007-08-28,FALSE,36.9,29.7,23.6,9.8,-11754
ICM,39,34,18,9,1016,2007-08-23,FALSE,36.9,29.7,23.6,9.8,-11749
YouGov,42,32,14,12,1966,2007-08-10,FALSE,36.9,29.7,23.6,9.8,-11736
ICM,39,33,18,10,1007,2007-08-10,FALSE,36.9,29.7,23.6,9.8,-11736
Ipsos MORI,38,33,15,14,531,2007-08-09,FALSE,36.9,29.7,23.6,9.8,-11735
Populus,39,33,15,13,1511,2007-07-29,FALSE,36.9,29.7,23.6,9.8,-11724
ComRes,37,34,16,14,1006,2007-07-29,FALSE,36.9,29.7,23.6,9.8,-11724
YouGov,41,32,16,11,1877,2007-07-25,FALSE,36.9,29.7,23.6,9.8,-11720
ICM,38,32,20,10,1005,2007-07-22,FALSE,36.9,29.7,23.6,9.8,-11717
YouGov,40,33,15,12,1664,2007-07-20,FALSE,36.9,29.7,23.6,9.8,-11715
Ipsos MORI,41,35,15,9,1919,2007-07-17,FALSE,36.9,29.7,23.6,9.8,-11712
ICM,37,35,17,10,1006,2007-07-05,FALSE,36.9,29.7,23.6,9.8,-11700
Populus,37,34,18,11,1504,2007-07-01,FALSE,36.9,29.7,23.6,9.8,-11696
YouGov,38,35,15,12,1886,2007-06-29,FALSE,36.9,29.7,23.6,9.8,-11694
ICM,39,35,18,8,1005,2007-06-28,FALSE,36.9,29.7,23.6,9.8,-11693
ComRes,32,37,18,13,1005,2007-06-24,FALSE,36.9,29.7,23.6,9.8,-11689
Ipsos MORI,39,36,15,10,1970,2007-06-20,FALSE,36.9,29.7,23.6,9.8,-11685
YouGov,35,37,14,14,1753,2007-06-15,FALSE,36.9,29.7,23.6,9.8,-11680
Populus,33,36,17,14,1503,2007-06-03,FALSE,36.9,29.7,23.6,9.8,-11668
ICM,32,37,21,10,1014,2007-05-31,FALSE,36.9,29.7,23.6,9.8,-11665
ComRes,31,35,19,15,1003,2007-05-28,FALSE,36.9,29.7,23.6,9.8,-11662
YouGov,33,39,15,13,2050,2007-05-23,FALSE,36.9,29.7,23.6,9.8,-11657
ICM,32,34,21,12,1003,2007-05-20,FALSE,36.9,29.7,23.6,9.8,-11654
Populus,33,37,17,13,1504,2007-05-13,FALSE,36.9,29.7,23.6,9.8,-11647
YouGov,34,38,15,14,1962,2007-05-11,FALSE,36.9,29.7,23.6,9.8,-11645
YouGov,32,37,18,14,2019,2007-04-25,FALSE,36.9,29.7,23.6,9.8,-11629
Ipsos MORI,31,38,20,11,1163,2007-04-25,FALSE,36.9,29.7,23.6,9.8,-11629
ICM,30,37,21,12,1005,2007-04-22,FALSE,36.9,29.7,23.6,9.8,-11626
Populus,29,37,20,14,1503,2007-04-15,FALSE,36.9,29.7,23.6,9.8,-11619
